question,answer,original_question,original_answer,quality_score_q,quality_score_a,avg_quality,language,category
Kodi pali kusiyana kotani pakati pa ngongole zotetezeka komanso zosavomerezeka? Kodi ndiyenera kusamalira chiyani?,Ngongole zotetezedwa zimafunikira mndandanda wautali ndipo nthawi zambiri zimakhala ndi mitengo yotsika; Ngongole zosavomerezeka sizifuna cometeral. [Dzuwa: Chitsogozo cha banki],What is the difference between secured and unsecured loans? What should I watch out for?,Secured loans need collateral and often have lower rates; unsecured loans do not require collateral but cost more. [Source: Bank guidance],0.8714285714285714,0.7473684210526317,0.8093984962406016,Chichewa,Credit & Loans
Kodi ndalama zochokera kumasitolo othandizira ndi chiyani? Kodi ndiyenera kusamalira chiyani?,Ndalama zimasiyana ndi opereka; Funsani wothandizira wanu kapena kuyang'ana mndandanda wamtengo musanachotse. [Gwero: NGO Phunziro lazachuma],What are the fees for withdrawing from agent shops? What should I watch out for?,Fees vary by provider; ask your agent or check the price list before you withdraw. [Source: NGO financial education],0.2571428571428571,0.6736842105263158,0.46541353383458645,Chichewa,Banking & Mobile Money
Kodi njira yabwino yosungira ndalama ndi ziti? Ndani angandithandizire ndi izi?,Khazikitsani thumba lozama: Sungani pang'ono sabata iliyonse kotero ndalama zimapezeka. [Zoyambitsa: IMF],What is the best way to save for school fees? Who can help me with this?,Set up a sinking fund: save a little each week so fees are available when due. [Source: IMF ],0.8875,0.7333333333333334,0.8104166666666667,Chichewa,Budgeting & Saving
Kodi ndimapangira bwanji kubzala mtengo? Ndani angandithandizire ndi izi?,"Kuwerengera ndalama, kupatula pasanjidwe, ndikusunga pafupipafupi pokolola kubzala. [Gwero: IFID]",How do I budget for planting season costs? Who can help me with this?,"Estimate input costs, set aside a contingency, and save regularly during harvest to cover planting. [Source: IFAD]",0.38571428571428573,0.07058823529411765,0.2281512605042017,Chichewa,Small Business & Farming Finance
Kodi Ndiyenera Kudziwa Zokhudza Mabizinesi Ang'onoang'ono? Ndani angandithandizire ndi izi?,Microcredit imatha kuthandiza mabizinesi ang'ono koma onani ndalama ndi kubweza mawu mosamala. [Gwero: NGO Phunziro lazachuma],What should I know about microcredit for small businesses? Who can help me with this?,Microcredit can help small businesses but check fees and repayment terms carefully. [Source: NGO financial education],0.72,0.8875,0.80375,Chichewa,Credit & Loans
Kodi pulani yosavuta yopuma pantchito yanji? Kodi ndingachite bwanji izi zotsika mtengo?,Cholinga chosunga gawo lokhazikika la ndalama; Sungani ndalama ndikuwunika pachaka. [Dzuwa: Chitsogozo cha banki],What is a simple retirement saving plan for informal workers? How can I do this cheaply?,Aim to save a steady percentage of income; automate savings and review yearly. [Source: Bank guidance],0.4125,0.5774999999999999,0.49499999999999994,Chichewa,Financial Planning & Retirement
Kodi ndikupenda bwanji mkangano ndi banki? Ndani angandithandizire ndi izi?,"Funsani mawu omveka bwino, sungani umboni wa zochitika, ndipo gwiritsani ntchito njira zovomerezeka. [Dzuwa: Chitsogozo cha banki banki]",How do I escalate a dispute with a bank? Who can help me with this?,"Ask for clear terms, keep proof of transactions, and use official channels for services. [Source: Central Bank guidance]",0.9538461538461539,0.4823529411764706,0.7180995475113122,Chichewa,Consumer Protection & Fraud Awareness
Kodi ndikupenda bwanji mkangano ndi banki? Kodi izi zikupezeka kumidzi?,"Funsani mawu omveka bwino, sungani umboni wa zochitika, ndipo gwiritsani ntchito njira zovomerezeka. [Gwero: Fao]",How do I escalate a dispute with a bank? Is this available in rural areas?,"Ask for clear terms, keep proof of transactions, and use official channels for services. [Source: FAO]",0.9571428571428572,0.36,0.6585714285714286,Chichewa,Consumer Protection & Fraud Awareness
Kodi ndalama zotsika kwambiri ndi ziti? Kodi ndingachite bwanji izi zotsika mtengo?,Zosankha zotsika kwambiri zimaphatikizapo zomangira za boma kapena ndalama zopangidwa; Chongani mwayi ndi zochepa. [Gwero: GSMA],What are low-risk investment options for beginners? How can I do this cheaply?,Low-risk options include some government bonds or diversified funds; check access and minimums. [Source: GSMA],0.32307692307692304,0.52,0.42153846153846153,Chichewa,Investing basics
Kodi ndimadziteteza bwanji ku ziphuphu? Kodi izi zikupezeka kumidzi?,"Ngati atapempha ndalama zakutsogolo kapena kwanu, mwina ndi vuto; Tsimikizani kudzera munjira zovomerezeka ndipo musathamangire. [Gwero: NGO Phunziro lazachuma]",How do I protect myself from investment scams? Is this available in rural areas?,"If an offer asks for money up-front or personal codes, it is likely a scam; verify through official channels and do not rush. [Source: NGO financial education]",0.6142857142857142,0.4666666666666667,0.5404761904761904,Chichewa,Fraud Prevention & Scams
Ndi zinthu ziti zomwe ndiyenera kutenga ngati ndalama zanga zam'manja zabedwa? Kodi ndingachite bwanji izi zotsika mtengo?,Nenani kwa wogwiritsa ntchito mafoni anu ndi banki nthawi yomweyo ndikupereka umboni ngati ma SMS ndi ID. [Dzuwa: Chitsogozo cha banki banki],What steps should I take if my mobile money is stolen? How can I do this cheaply?,Report to your mobile operator and bank immediately and provide evidence like SMS and transaction IDs. [Source: Central Bank guidance],0.925,0.5529411764705883,0.7389705882352942,Chichewa,Fraud Prevention & Scams
Kodi ndimayang'ana bwanji ndalama zanga zam'manja? Kodi izi zikupezeka kumidzi?,Chongani pogwiritsa ntchito pulogalamu yovomerezeka kapena nambala ya USD ndikusunga ma sms kuchenjeza kuti mutsimikizire zochitika. [Zoyambitsa: IMF],How do I check my mobile money balance safely? Is this available in rural areas?,Check using the official app or USSD code and keep SMS alerts active to confirm transactions. [Source: IMF],0.6799999999999999,0.9,0.79,Chichewa,Banking & Mobile Money
Ndi zinthu ziti zomwe ndiyenera kutenga ngati ndalama zanga zam'manja zabedwa? Kodi ndiyenera kusamalira chiyani?,Nenani kwa wogwiritsa ntchito mafoni anu ndi banki nthawi yomweyo ndikupereka umboni ngati ma SMS ndi ID. [Gwero: GSMA],What steps should I take if my mobile money is stolen? What should I watch out for?,Report to your mobile operator and bank immediately and provide evidence like SMS and transaction IDs. [Source: GSMA],0.8285714285714285,0.6499999999999999,0.7392857142857142,Chichewa,Fraud Prevention & Scams
Kodi tingayerekeze bwanji kuti ayamikire mabizinesi ang'onoang'ono? Ndani angandithandizire ndi izi?,Chotsani ndalama zonse kuchokera ku malonda ndikugawana ndi malonda kuti mupeze malire; Tsatirani pafupipafupi kusintha mitengo. [Gwero: Fao],How to estimate profit margins for small businesses? Who can help me with this?,Subtract total costs from sales and divide by sales to get a margin; track regularly to adjust prices. [Source: FAO],0.6285714285714286,0.5666666666666667,0.5976190476190476,Chichewa,Small Business & Farming Finance
Kodi pali kusiyana kotani pakati pa moyo ndi maliro? Kodi ndiyenera kusamalira chiyani?,Moyo kapena chivundikiro pamalipiro amalipira anthu otchedwa anthu; Fananizani ndalama ndi zotumphukira. [Gwero: IFC],What is the difference between life and funeral cover? What should I watch out for?,Life or funeral cover pays a benefit to named persons; compare premiums and exclusions. [Source: IFC],0.38571428571428573,0.7,0.5428571428571428,Chichewa,Insurance & Risk
Kodi ndimalumikiza bwanji akaunti yanga ya banki kupita ku ndalama zam'manja? Kodi ndiyenera kusamalira chiyani?,Kulumikizana kumapangitsa kusiyanasiyana; Tsimikizani njirayi ndi banki yanu ndikuyang'ana ngongole yaying'ono. [Dzuwa: Malangizo a Telefoni],How do I link my bank account to mobile money? What should I watch out for?,Linking makes transfers easy; confirm the procedure with your bank and watch for small test debits. [Source: Mobile operator guidance],0.88,0.61,0.745,Chichewa,Banking & Mobile Money
Kodi pali kusiyana kotani pakati pa ngongole zotetezeka komanso zosavomerezeka? Ndani angandithandizire ndi izi?,Ngongole zotetezedwa zimafunikira mndandanda wautali ndipo nthawi zambiri zimakhala ndi mitengo yotsika; Ngongole zosavomerezeka sizifuna cometeral. [Zoyambitsa: IMF],What is the difference between secured and unsecured loans? Who can help me with this?,Secured loans need collateral and often have lower rates; unsecured loans do not require collateral but cost more. [Source: IMF],1.0,0.8,0.9,Chichewa,Credit & Loans
Ndi zikalata ziti zomwe zikufunika kuti mutsegule akaunti ya banki yoyambira? Kodi izi zikupezeka kumidzi?,Nthawi zambiri id ndi chitsimikizo cha adilesi; Maakaunti ang'onoang'ono amatha kuvomera zolemba zosavuta. [Zogwedetsa: SM Mtsogoleri],What documents are needed to open a basic bank account? Is this available in rural areas?,Typically an ID and proof of address; smaller accounts may accept simpler documentation. [Source: SME guides],0.9625,0.6625000000000001,0.8125,Chichewa,Banking & Mobile Money
Zoyenera kuchita ngati ntchito ikundiweruza kuti ndi ndalama zopanda chilungamo? Kodi ndingachite bwanji izi zotsika mtengo?,"Funsani mawu omveka bwino, sungani umboni wa zochitika, ndipo gwiritsani ntchito njira zovomerezeka. [Zogwedetsa: SM Mtsogoleri]",What to do if a service charges me unfair fees? How can I do this cheaply?,"Ask for clear terms, keep proof of transactions, and use official channels for services. [Source: SME guides]",0.6,0.2625,0.43125,Chichewa,Consumer Protection & Fraud Awareness
Kodi kugwiritsa ntchito intaneti kuli kotetezeka bwanji? Ndani angandithandizire ndi izi?,Pewani zochitika zamalonda pa Wi-Fi; Gwiritsani ntchito deta yam'manja kapena vpn ndikusintha mapulogalamu pafupipafupi. [Zogwedetsa: SM Mtsogoleri],How safe is using public Wi-Fi for banking? Who can help me with this?,Avoid sensitive transactions on public Wi-Fi; use mobile data or a VPN and update apps regularly. [Source: SME guides],0.5857142857142857,0.3789473684210526,0.48233082706766917,Chichewa,Digital Financial Literacy
Ndi zikalata ziti zomwe zikufunika kuti mutsegule akaunti ya banki yoyambira? Kodi ndiyenera kusamalira chiyani?,Nthawi zambiri id ndi chitsimikizo cha adilesi; Maakaunti ang'onoang'ono amatha kuvomera zolemba zosavuta. [Source: Wothandizira inshuwaransi],What documents are needed to open a basic bank account? What should I watch out for?,Typically an ID and proof of address; smaller accounts may accept simpler documentation. [Source: Insurance regulator],0.84,0.7375,0.7887500000000001,Chichewa,Banking & Mobile Money
Kodi Ndingayambe Bwanji Bajeti Yanyumba? Kodi ndiyenera kusamalira chiyani?,"Pangani mndandanda wosavuta wa ndalama ndi ndalama zolipirira, ikani zinthu zofunika kwambiri nthawi zonse mukalandira ndalama. [Dzuwa: Malangizo a Telefoni]",How can I start a household budget? What should I watch out for?,"Make a simple list of income and expenses, set priorities, and save a small fixed amount every time you receive money. [Source: Mobile operator guidance ]",0.75,0.625,0.6875,Chichewa,Budgeting & Saving
Kodi ndimalumikiza bwanji akaunti yanga ya banki kupita ku ndalama zam'manja? Ndani angandithandizire ndi izi?,Kulumikizana kumapangitsa kusiyanasiyana; Tsimikizani njirayi ndi banki yanu ndikuyang'ana ngongole yaying'ono. [Gwero: IFC],How do I link my bank account to mobile money? Who can help me with this?,Linking makes transfers easy; confirm the procedure with your bank and watch for small test debits. [Source: IFC],1.0,0.7,0.85,Chichewa,Banking & Mobile Money
Kodi malo ogulitsira ang'ono ayenera kukhala ndi ngongole yanji? Ndani angandithandizire ndi izi?,Sungani mbiri yosavuta yogulitsa komanso ndalama zolipirira kuti muwonetse ndalama zoyendera ndi kuthandizira ngongole. [Gwero: CGAPE],What records should small shops keep for a loan? Who can help me with this?,Keep simple sales and expense records to show cash flow and support loan applications. [Source: CGAP],0.39999999999999997,0.27999999999999997,0.33999999999999997,Chichewa,Small Business & Farming Finance
Kodi ndimatsata bwanji ndalama zazing'ono zatsiku ndi tsiku? Ndani angandithandizire ndi izi?,Lembani ndalama za tsiku ndi tsiku kapena gwiritsani ntchito pulogalamu yosavuta kuwona komwe ndalama zimayendera ndikudula mtengo. [Gwero: IFC],How do I track small daily expenses effectively? Who can help me with this?,Write down daily spending or use a simple app to see where money goes and cut avoidable costs. [Source: IFC ],0.8714285714285714,0.8285714285714285,0.85,Chichewa,Budgeting & Saving
Kodi ndimayang'ana bwanji ndalama zanga zam'manja? Ndani angandithandizire ndi izi?,Chongani pogwiritsa ntchito pulogalamu yovomerezeka kapena nambala ya USD ndikusunga ma sms kuchenjeza kuti mutsimikizire zochitika. [Source: Wothandizira inshuwaransi],How do I check my mobile money balance safely? Who can help me with this?,Check using the official app or USSD code and keep SMS alerts active to confirm transactions. [Source: Insurance regulator],0.6799999999999999,0.8736842105263158,0.7768421052631579,Chichewa,Banking & Mobile Money
Kodi ndalama zam'manja zikuyenda bwanji poyerekeza ndi banki? Ndani angandithandizire ndi izi?,Onse akhoza kukhala otetezeka ngati mungateteze pini yanu ndi foni; Banks imatha kupereka chitetezo chokhazikika pomwe ndalama zam'magalimoto ndizosavuta. [Dzuwa: Chitsogozo cha banki],How secure is mobile money compared to a bank? Who can help me with this?,Both can be secure if you protect your PIN and phone; banks may offer deposit protection while mobile money is convenient. [Source: Bank guidance],0.92,0.5249999999999999,0.7224999999999999,Chichewa,Banking & Mobile Money
Kodi ndimayika bwanji zonena za kutaya mbewu? Kodi izi zikupezeka kumidzi?,Index kapena inshuwaransi yamagulu imatha kukhala yotsika mtengo kwa alimi ang'onoang'ono; Onani zoyambitsa ndi zopereka malamulo. [Gwero: Fao],How do I file a claim for crop loss? Is this available in rural areas?,Index or group insurance can be affordable for small farmers; check triggers and claim rules. [Source: FAO],0.6399999999999999,0.8941176470588235,0.7670588235294117,Chichewa,Insurance & Risk
Kodi ndimawerenga bwanji mgwirizano wobwereketsa? Kodi ndiyenera kusamalira chiyani?,"Funsani mawu omveka bwino, sungani umboni wa zochitika, ndipo gwiritsani ntchito njira zovomerezeka. [Gwero: IFID]",How do I read a loan contract properly? What should I watch out for?,"Ask for clear terms, keep proof of transactions, and use official channels for services. [Source: IFAD]",0.27692307692307694,0.32,0.29846153846153844,Chichewa,Consumer Protection & Fraud Awareness
Kodi njira yabwino yosungira ndalama ndi ziti? Kodi izi zikupezeka kumidzi?,Khazikitsani thumba lozama: Sungani pang'ono sabata iliyonse kotero ndalama zimapezeka. [Dzuwa: Malangizo a Telefoni],What is the best way to save for school fees? Is this available in rural areas?,Set up a sinking fund: save a little each week so fees are available when due. [Source: Mobile operator guidance ],0.88,0.67,0.775,Chichewa,Budgeting & Saving
Kodi ndingapange bwanji mawu achinsinsi a akaunti yanga? Kodi ndiyenera kusamalira chiyani?,Gwiritsani ntchito mapasiwedi achisanu ndi apadera komanso njira yosavuta yosungira (ngati manejala achinsinsi) ngati zingatheke. [Zoyambitsa: IMF],How can I create a strong password for my accounts? What should I watch out for?,"Use long, unique passwords and a simple way to store them (like a password manager) if possible. [Source: IMF]",0.8,0.7333333333333334,0.7666666666666667,Chichewa,Digital Financial Literacy
Kodi kugwiritsa ntchito intaneti kuli kotetezeka bwanji? Kodi izi zikupezeka kumidzi?,Pewani zochitika zamalonda pa Wi-Fi; Gwiritsani ntchito deta yam'manja kapena vpn ndikusintha mapulogalamu pafupipafupi. [Source: Wothandizira inshuwaransi],How safe is using public Wi-Fi for banking? Is this available in rural areas?,Avoid sensitive transactions on public Wi-Fi; use mobile data or a VPN and update apps regularly. [Source: Insurance regulator],0.5692307692307692,0.6421052631578947,0.605668016194332,Chichewa,Digital Financial Literacy
Kodi ziphuphu zimagwiritsa ntchito bwanji media zothandizira kuti zisachichenje? Kodi ndingachite bwanji izi zotsika mtengo?,"If an offer asks for money up-front or personal codes, it is likely a scam; verify through official channels and do not rush. [Source: SME guides]",How do scammers use social media to commit fraud? How can I do this cheaply?,"If an offer asks for money up-front or personal codes, it is likely a scam; verify through official channels and do not rush. [Source: SME guides]",0.41538461538461535,0.0,0.20769230769230768,Chichewa,Fraud Prevention & Scams
What should I know about microcredit for small businesses? Is this available in rural areas?,Microcredit can help small businesses but check fees and repayment terms carefully. [Source: Reserve Bank of Malawi],What should I know about microcredit for small businesses? Is this available in rural areas?,Microcredit can help small businesses but check fees and repayment terms carefully. [Source: Reserve Bank of Malawi],0.0,0.0,0.0,Chichewa,Credit & Loans
What is a common tip to manage money #1?,"Ask for clear terms, keep proof of transactions, and use official channels for services. [Source: CGAP]",What is a common tip to manage money #1?,"Ask for clear terms, keep proof of transactions, and use official channels for services. [Source: CGAP]",0.0,0.0,0.0,Chichewa,Banking & Mobile Money
What is a common tip to manage money #2?,"Ask for clear terms, keep proof of transactions, and use official channels for services. [Source: NGO financial education]",What is a common tip to manage money #2?,"Ask for clear terms, keep proof of transactions, and use official channels for services. [Source: NGO financial education]",0.0,0.0,0.0,Chichewa,Digital Financial Literacy
What is a common tip to manage money #3?,"Ask for clear terms, keep proof of transactions, and use official channels for services. [Source: IFC]",What is a common tip to manage money #3?,"Ask for clear terms, keep proof of transactions, and use official channels for services. [Source: IFC]",0.0,0.0,0.0,Chichewa,Budgeting & Saving
What is a common tip to manage money #4?,Check the local regulator or consumer protection authority for official guidance and complaint steps. [Source: Central Bank guidance],What is a common tip to manage money #4?,Check the local regulator or consumer protection authority for official guidance and complaint steps. [Source: Central Bank guidance],0.0,0.0,0.0,Chichewa,Financial Rights & Regulations
What is a common tip to manage money #5?,"Ask for clear terms, keep proof of transactions, and use official channels for services. [Source: Reserve Bank of Malawi]",What is a common tip to manage money #5?,"Ask for clear terms, keep proof of transactions, and use official channels for services. [Source: Reserve Bank of Malawi]",0.0,0.0,0.0,Chichewa,Budgeting & Saving
What is a common tip to manage money #6?,Check the local regulator or consumer protection authority for official guidance and complaint steps. [Source: Reserve Bank of Malawi],What is a common tip to manage money #6?,Check the local regulator or consumer protection authority for official guidance and complaint steps. [Source: Reserve Bank of Malawi],0.0,0.0,0.0,Chichewa,Financial Rights & Regulations
What is a common tip to manage money #7?,"Ask for clear terms, keep proof of transactions, and use official channels for services. [Source: Bank guidance]",What is a common tip to manage money #7?,"Ask for clear terms, keep proof of transactions, and use official channels for services. [Source: Bank guidance]",0.0,0.0,0.0,Chichewa,Investing basics
What is a common tip to manage money #8?,"Ask for clear terms, keep proof of transactions, and use official channels for services. [Source: GSMA]",What is a common tip to manage money #8?,"Ask for clear terms, keep proof of transactions, and use official channels for services. [Source: GSMA]",0.0,0.0,0.0,Chichewa,Banking & Mobile Money
What is a common tip to manage money #9?,"Ask for clear terms, keep proof of transactions, and use official channels for services. [Source: Bank guidance]",What is a common tip to manage money #9?,"Ask for clear terms, keep proof of transactions, and use official channels for services. [Source: Bank guidance]",0.0,0.0,0.0,Chichewa,Investing basics
What is a common tip to manage money #10?,"Ask for clear terms, keep proof of transactions, and use official channels for services. [Source: IMF]",What is a common tip to manage money #10?,"Ask for clear terms, keep proof of transactions, and use official channels for services. [Source: IMF]",0.0,0.0,0.0,Chichewa,Investing basics
What is a common tip to manage money #11?,"Ask for clear terms, keep proof of transactions, and use official channels for services. [Source: World Bank]",What is a common tip to manage money #11?,"Ask for clear terms, keep proof of transactions, and use official channels for services. [Source: World Bank]",0.0,0.0,0.0,Chichewa,Financial Planning & Retirement
What is a common tip to manage money #12?,"Ask for clear terms, keep proof of transactions, and use official channels for services. [Source: IMF]",What is a common tip to manage money #12?,"Ask for clear terms, keep proof of transactions, and use official channels for services. [Source: IMF]",0.0,0.0,0.0,Chichewa,Banking & Mobile Money
What is a common tip to manage money #13?,"Ask for clear terms, keep proof of transactions, and use official channels for services. [Source: NGO financial education]",What is a common tip to manage money #13?,"Ask for clear terms, keep proof of transactions, and use official channels for services. [Source: NGO financial education]",0.0,0.0,0.0,Chichewa,Digital Financial Literacy
What is a common tip to manage money #14?,"Ask for clear terms, keep proof of transactions, and use official channels for services. [Source: Mobile operator guidance]",What is a common tip to manage money #14?,"Ask for clear terms, keep proof of transactions, and use official channels for services. [Source: Mobile operator guidance]",0.0,0.0,0.0,Chichewa,Consumer Protection & Fraud Awareness
What is a common tip to manage money #15?,"Ask for clear terms, keep proof of transactions, and use official channels for services. [Source: IFC]",What is a common tip to manage money #15?,"Ask for clear terms, keep proof of transactions, and use official channels for services. [Source: IFC]",0.0,0.0,0.0,Chichewa,Small Business & Farming Finance
What is a common tip to manage money #16?,"Ask for clear terms, keep proof of transactions, and use official channels for services. [Source: IFC]",What is a common tip to manage money #16?,"Ask for clear terms, keep proof of transactions, and use official channels for services. [Source: IFC]",0.0,0.0,0.0,Chichewa,Small Business & Farming Finance
What is a common tip to manage money #17?,"Ask for clear terms, keep proof of transactions, and use official channels for services. [Source: IFAD]",What is a common tip to manage money #17?,"Ask for clear terms, keep proof of transactions, and use official channels for services. [Source: IFAD]",0.0,0.0,0.0,Chichewa,Insurance & Risk
What is a common tip to manage money #18?,"Ask for clear terms, keep proof of transactions, and use official channels for services. [Source: Central Bank guidance]",What is a common tip to manage money #18?,"Ask for clear terms, keep proof of transactions, and use official channels for services. [Source: Central Bank guidance]",0.0,0.0,0.0,Chichewa,Banking & Mobile Money
What is a common tip to manage money #19?,"Ask for clear terms, keep proof of transactions, and use official channels for services. [Source: CGAP]",What is a common tip to manage money #19?,"Ask for clear terms, keep proof of transactions, and use official channels for services. [Source: CGAP]",0.0,0.0,0.0,Chichewa,Consumer Protection & Fraud Awareness
What is a common tip to manage money #20?,"Ask for clear terms, keep proof of transactions, and use official channels for services. [Source: Central Bank guidance]",What is a common tip to manage money #20?,"Ask for clear terms, keep proof of transactions, and use official channels for services. [Source: Central Bank guidance]",0.0,0.0,0.0,Chichewa,Digital Financial Literacy
What is a common tip to manage money #21?,"Ask for clear terms, keep proof of transactions, and use official channels for services. [Source: Mobile operator guidance]",What is a common tip to manage money #21?,"Ask for clear terms, keep proof of transactions, and use official channels for services. [Source: Mobile operator guidance]",0.0,0.0,0.0,Chichewa,Small Business & Farming Finance
What is a common tip to manage money #22?,"Ask for clear terms, keep proof of transactions, and use official channels for services. [Source: IMF]",What is a common tip to manage money #22?,"Ask for clear terms, keep proof of transactions, and use official channels for services. [Source: IMF]",0.0,0.0,0.0,Chichewa,Budgeting & Saving
What is a common tip to manage money #23?,"Funsani mawu omveka bwino, sungani umboni wa zochitika, ndipo gwiritsani ntchito njira zovomerezeka. [Gwero: banki World]",What is a common tip to manage money #23?,"Ask for clear terms, keep proof of transactions, and use official channels for services. [Source: World Bank]",0.0,0.575,0.2875,Chichewa,Insurance & Risk
Kodi gawo lodziwika bwino la ndalama # 24 ndi liti?,"Funsani mawu omveka bwino, sungani umboni wa zochitika, ndipo gwiritsani ntchito njira zovomerezeka. [Gwero: CGAPE]",What is a common tip to manage money #24?,"Ask for clear terms, keep proof of transactions, and use official channels for services. [Source: CGAP]",0.6666666666666667,0.32,0.4933333333333334,Chichewa,Financial Planning & Retirement
Kodi gawo lodziwika bwino la ndalama ndi liti?,"Funsani mawu omveka bwino, sungani umboni wa zochitika, ndipo gwiritsani ntchito njira zovomerezeka. [Gwero: IFC]",What is a common tip to manage money #25?,"Ask for clear terms, keep proof of transactions, and use official channels for services. [Source: IFC]",0.19999999999999998,0.36,0.27999999999999997,Chichewa,Banking & Mobile Money
Kodi gawo lodziwika bwino la ndalama ndi liti?,"Funsani mawu omveka bwino, sungani umboni wa zochitika, ndipo gwiritsani ntchito njira zovomerezeka. [Zoyambitsa: Reserve banki of Malawi]",What is a common tip to manage money #26?,"Ask for clear terms, keep proof of transactions, and use official channels for services. [Source: Reserve Bank of Malawi]",0.19999999999999998,0.5882352941176471,0.3941176470588235,Chichewa,Small Business & Farming Finance
Kodi gawo lodziwika bwino la ndalama # 27 ndi liti?,"Funsani mawu omveka bwino, sungani umboni wa zochitika, ndipo gwiritsani ntchito njira zovomerezeka. [Zoyambitsa: IMF]",What is a common tip to manage money #27?,"Ask for clear terms, keep proof of transactions, and use official channels for services. [Source: IMF]",0.7333333333333334,0.36,0.5466666666666666,Chichewa,Consumer Protection & Fraud Awareness
Kodi gawo lodziwika bwino la ndalama # 28 ndi liti?,"Funsani mawu omveka bwino, sungani umboni wa zochitika, ndipo gwiritsani ntchito njira zovomerezeka. [Gwero: NGO Phunziro lazachuma]",What is a common tip to manage money #28?,"Ask for clear terms, keep proof of transactions, and use official channels for services. [Source: NGO financial education]",0.6666666666666667,0.3176470588235294,0.49215686274509807,Chichewa,Insurance & Risk
Kodi gawo lodziwika bwino kuti lizisamalira ndalama ndi liti # 29?,"Funsani mawu omveka bwino, sungani umboni wa zochitika, ndipo gwiritsani ntchito njira zovomerezeka. [Source: Wothandizira inshuwaransi]",What is a common tip to manage money #29?,"Ask for clear terms, keep proof of transactions, and use official channels for services. [Source: Insurance regulator]",0.6666666666666667,0.5375,0.6020833333333333,Chichewa,Insurance & Risk
Kodi gawo lodziwika bwino la ndalama # 30 ndi liti?,"Funsani mawu omveka bwino, sungani umboni wa zochitika, ndipo gwiritsani ntchito njira zovomerezeka. [Gwero: CGAPE]",What is a common tip to manage money #30?,"Ask for clear terms, keep proof of transactions, and use official channels for services. [Source: CGAP]",0.19999999999999998,0.32,0.26,Chichewa,Budgeting & Saving
Kodi gawo lodziwika bwino la ndalama ndi liti?,"Funsani mawu omveka bwino, sungani umboni wa zochitika, ndipo gwiritsani ntchito njira zovomerezeka. [Dzuwa: Chitsogozo cha banki]",What is a common tip to manage money #31?,"Ask for clear terms, keep proof of transactions, and use official channels for services. [Source: Bank guidance]",0.19999999999999998,0.5,0.35,Chichewa,Credit & Loans
Kodi gawo lodziwika bwino la ndalama # 32 ndi liti?,"Funsani mawu omveka bwino, sungani umboni wa zochitika, ndipo gwiritsani ntchito njira zovomerezeka. [Dzuwa: Ogwiritsa Ntchito Ogula]",What is a common tip to manage money #32?,"Ask for clear terms, keep proof of transactions, and use official channels for services. [Source: Consumer Protection Authority]",0.6666666666666667,0.2823529411764706,0.47450980392156866,Chichewa,Fraud Prevention & Scams
Kodi gawo lodziwika bwino la ndalama # 33?,"Funsani mawu omveka bwino, sungani umboni wa zochitika, ndipo gwiritsani ntchito njira zovomerezeka. [Zoyambitsa: Reserve banki of Malawi]",What is a common tip to manage money #33?,"Ask for clear terms, keep proof of transactions, and use official channels for services. [Source: Reserve Bank of Malawi]",0.13333333333333333,0.5882352941176471,0.3607843137254902,Chichewa,Budgeting & Saving
Kodi gawo lodziwika bwino la ndalama # 34 ndi liti?,"Funsani mawu omveka bwino, sungani umboni wa zochitika, ndipo gwiritsani ntchito njira zovomerezeka. [Gwero: GSMA]",What is a common tip to manage money #34?,"Ask for clear terms, keep proof of transactions, and use official channels for services. [Source: GSMA]",0.6666666666666667,0.36,0.5133333333333334,Chichewa,Consumer Protection & Fraud Awareness
Kodi gawo lodziwika bwino kuti liziyang'anira ndalama ndi chiyani # 35?,"Funsani mawu omveka bwino, sungani umboni wa zochitika, ndipo gwiritsani ntchito njira zovomerezeka. [Gwero: IFC]",What is a common tip to manage money #35?,"Ask for clear terms, keep proof of transactions, and use official channels for services. [Source: IFC]",0.7333333333333334,0.36,0.5466666666666666,Chichewa,Digital Financial Literacy
Kodi gawo lodziwika bwino la ndalama # 36?,"Funsani mawu omveka bwino, sungani umboni wa zochitika, ndipo gwiritsani ntchito njira zovomerezeka. [Gwero: NGO Phunziro lazachuma]",What is a common tip to manage money #36?,"Ask for clear terms, keep proof of transactions, and use official channels for services. [Source: NGO financial education]",0.6666666666666667,0.3176470588235294,0.49215686274509807,Chichewa,Investing basics
Kodi gawo lodziwika bwino kuti lisayendetse ndalama ndi liti # 37?,"Funsani mawu omveka bwino, sungani umboni wa zochitika, ndipo gwiritsani ntchito njira zovomerezeka. [Gwero: IFC]",What is a common tip to manage money #37?,"Ask for clear terms, keep proof of transactions, and use official channels for services. [Source: IFC]",0.7333333333333334,0.36,0.5466666666666666,Chichewa,Credit & Loans
Kodi Liti Liti Lalikulu Likuyang'anira Ndalama # 38?,"Funsani mawu omveka bwino, sungani umboni wa zochitika, ndipo gwiritsani ntchito njira zovomerezeka. [Dzuwa: Chitsogozo cha banki]",What is a common tip to manage money #38?,"Ask for clear terms, keep proof of transactions, and use official channels for services. [Source: Bank guidance]",0.6,0.5,0.55,Chichewa,Insurance & Risk
